model_year,model,condition,cylinders,fuel,odometer,transmission,type,paint_color,is_4wd,brand
2015,chevrolet_equinox,3,4,gas,38027,automatic,SUV,white,0,chevrolet
2010,toyota_prius,3,4,hybrid,113200,automatic,hatchback,blue,0,toyota
2006,honda_odyssey,3,6,gas,190,automatic,mini-van,unknown,0,honda
2014,ford_mustang,3,8,gas,124000,automatic,convertible,blue,0,ford
2009,ford_mustang,3,6,gas,130000,automatic,convertible,red,0,ford
2010,chevrolet_traverse,3,6,gas,147500,automatic,SUV,unknown,0,chevrolet
2014,chevrolet_cruze,3,4,gas,78574,automatic,sedan,silver,0,chevrolet
2015,ram_2500,4,8,gas,81510,automatic,truck,white,0,ram
2006,nissan_frontier,4,6,gas,84887,automatic,truck,blue,0,nissan
2012,toyota_camry,3,6,gas,124500,automatic,sedan,unknown,0,toyota
2003,gmc_sierra,3,6,gas,254000,automatic,truck,white,0,gmc
2014,jeep_grand_cherokee,4,6,gas,60798,automatic,SUV,brown,0,jeep
2009,jeep_grand_cherokee,4,6,gas,92986,automatic,SUV,unknown,0,jeep
2008,ford_f250,4,8,diesel,118365,automatic,truck,unknown,1,ford
2017,toyota_tacoma,2,4,gas,49000,automatic,truck,unknown,1,toyota
2013,toyota_rav4,3,4,gas,93000,automatic,SUV,blue,1,toyota
2005,ford_f150,4,6,gas,85001,automatic,truck,red,0,ford
2011,ford_ranger,4,6,gas,82021,automatic,truck,black,0,ford
2015,ford_mustang,4,8,gas,44678,manual,coupe,yellow,0,ford
2012,honda_accord,3,4,gas,120000,automatic,sedan,unknown,0,honda
2002,ram_1500,4,8,gas,152042,automatic,truck,grey,1,ram
2009,toyota_tundra,3,8,gas,152283,automatic,truck,blue,1,toyota
1994,toyota_camry,1,6,gas,252148,automatic,sedan,brown,0,toyota
2015,nissan_altima,3,4,gas,75878,other,sedan,silver,0,nissan
2014,ford_escape,3,4,gas,52095,automatic,SUV,unknown,0,ford
2013,honda_civic,3,4,gas,69700,automatic,sedan,grey,1,honda
1998,chevrolet_corvette,4,8,gas,57360,manual,convertible,brown,0,chevrolet
2009,ford_escape,3,6,gas,97316,automatic,SUV,black,0,ford
2007,chevrolet_corvette,4,8,gas,40520,automatic,coupe,silver,0,chevrolet
2002,chevrolet_silverado_2500hd,2,8,gas,141700,automatic,truck,white,0,chevrolet
2004,chevrolet_tahoe,1,8,gas,269474,automatic,SUV,blue,1,chevrolet
2002,toyota_tacoma,3,6,gas,125000,automatic,truck,silver,0,toyota
2014,chevrolet_tahoe,4,8,gas,102419,automatic,SUV,white,0,chevrolet
2005,nissan_altima,1,4,gas,285089,automatic,sedan,unknown,0,nissan
2006,gmc_sierra,4,8,gas,122856,automatic,truck,white,1,gmc
2009,ford_f-250_super_duty,2,8,gas,179000,automatic,truck,white,1,ford
2008,ford_f150,4,8,gas,135000,automatic,truck,brown,0,ford
2014,chevrolet_equinox,2,4,gas,43800,automatic,SUV,white,0,chevrolet
2013,chrysler_200,3,4,gas,60017,automatic,sedan,unknown,0,chrysler
2018,ford_mustang_gt_coupe_2d,2,8,gas,10443,other,coupe,white,0,ford
2017,ford_mustang_gt_coupe_2d,2,8,gas,42957,other,coupe,black,0,ford
2011,toyota_prius,2,4,gas,95896,automatic,hatchback,white,0,toyota
2010,ford_mustang,2,6,gas,119000,automatic,coupe,unknown,0,ford
2007,toyota_tacoma,4,6,gas,113427,automatic,pickup,red,1,toyota
2002,toyota_tundra,2,8,gas,215546,automatic,truck,green,1,toyota
2014,honda_odyssey,3,6,gas,108898,automatic,van,grey,0,honda
2015,jeep_cherokee,3,6,gas,108516,automatic,SUV,unknown,1,jeep
2018,chevrolet_cruze,3,4,gas,10327,automatic,sedan,grey,0,chevrolet
2013,honda_cr-v,3,4,gas,74893,automatic,SUV,unknown,1,honda
2008,toyota_4runner,3,6,gas,128887,automatic,SUV,black,1,toyota
2011,chevrolet_camaro,3,6,gas,118437,automatic,coupe,blue,0,chevrolet
2011,ford_ranger,2,4,gas,130271,manual,pickup,grey,0,ford
2008,honda_pilot,2,6,gas,215000,automatic,SUV,unknown,1,honda
2012,acura_tl,3,6,gas,64195,automatic,sedan,silver,0,acura
2008,dodge_charger,1,6,gas,180000,automatic,sedan,blue,0,dodge
2009,toyota_corolla,3,4,gas,91000,automatic,sedan,white,0,toyota
2008,chevrolet_silverado_1500,2,8,gas,174000,automatic,truck,custom,0,chevrolet
2008,toyota_corolla,2,4,gas,0,other,sedan,blue,0,toyota
2017,hyundai_elantra,2,4,gas,0,automatic,sedan,unknown,0,hyundai
2017,hyundai_elantra,2,4,gas,27574,automatic,sedan,black,0,hyundai
2009,honda_accord,2,6,gas,145000,automatic,sedan,unknown,0,honda
2017,toyota_corolla,2,4,gas,0,automatic,sedan,silver,0,toyota
2011,nissan_sentra,2,4,gas,95464,automatic,sedan,unknown,0,nissan
2015,kia_soul,2,4,gas,0,automatic,wagon,grey,0,kia
2017,hyundai_elantra,2,4,gas,0,automatic,sedan,red,0,hyundai
2017,chevrolet_cruze,2,4,gas,0,automatic,sedan,blue,0,chevrolet
2013,volkswagen_passat,2,5,gas,94515,automatic,sedan,white,0,volkswagen
2017,toyota_corolla,2,4,gas,0,automatic,sedan,custom,0,toyota
2006,chevrolet_silverado_2500hd,2,8,gas,156516,automatic,pickup,white,0,chevrolet
2007,chevrolet_silverado_1500,2,8,gas,207000,automatic,pickup,white,0,chevrolet
1995,dodge_dakota,2,8,gas,204000,automatic,truck,unknown,1,dodge
2012,chevrolet_silverado_2500hd,2,8,gas,116510,automatic,truck,unknown,0,chevrolet
2007,chevrolet_impala,3,6,gas,100000,automatic,sedan,red,0,chevrolet
2011,ford_edge,3,6,gas,92414,automatic,SUV,white,0,ford
2011,ford_fusion,3,4,gas,87166,automatic,sedan,black,0,ford
2015,ford_f-150,2,6,gas,117397,automatic,truck,white,1,ford
2013,ford_escape,3,4,gas,98000,automatic,SUV,green,0,ford
2016,ford_f-250_sd,2,8,gas,122466,automatic,truck,grey,1,ford
2011,ford_f-150,2,8,gas,113412,automatic,truck,white,0,ford
2011,ram_1500,2,8,gas,65502,automatic,truck,white,1,ram
2016,kia_soul,4,4,gas,47847,automatic,hatchback,black,0,kia
2013,toyota_tacoma,3,4,gas,144500,manual,pickup,grey,1,toyota
2018,dodge_grand_caravan,2,6,gas,51051,automatic,van,grey,0,dodge
2011,hyundai_santa_fe,2,4,gas,130271,automatic,SUV,unknown,0,hyundai
2000,subaru_forester,2,4,gas,237000,manual,wagon,green,1,subaru
2014,nissan_altima,3,4,gas,99064,automatic,sedan,silver,0,nissan
2010,subaru_impreza,2,4,gas,130608,automatic,sedan,black,1,subaru
1990,chevrolet_silverado_1500,2,8,gas,145500,automatic,truck,black,1,chevrolet
1994,toyota_camry,1,6,gas,252148,automatic,sedan,brown,0,toyota
2004,subaru_outback,2,4,gas,187585,automatic,wagon,green,1,subaru
1999,toyota_camry_le,2,4,gas,280499,automatic,sedan,white,0,toyota
2017,ford_fusion,3,4,gas,38902,automatic,sedan,silver,0,ford
2018,ford_escape,3,4,gas,41807,automatic,SUV,white,0,ford
2016,ford_edge,3,4,gas,33489,automatic,SUV,white,0,ford
2016,ford_fusion,3,4,gas,41529,automatic,sedan,unknown,0,ford
2018,honda_cr-v,3,4,gas,32159,automatic,SUV,white,0,honda
2017,ford_fusion,3,4,gas,33347,automatic,sedan,red,0,ford
2005,chevrolet_silverado_2500hd,2,8,gas,172483,automatic,truck,white,0,chevrolet
2018,volkswagen_jetta,4,4,gas,9300,automatic,sedan,black,0,volkswagen
2007,chevrolet_silverado_1500,3,8,gas,137000,automatic,pickup,white,0,chevrolet
2007,ford_f250_super_duty,3,8,gas,59811,automatic,truck,white,0,ford
2006,ford_mustang,3,6,gas,146331,automatic,coupe,unknown,0,ford
2006,cadillac_escalade,2,8,gas,140000,automatic,SUV,red,1,cadillac
2003,chevrolet_silverado_2500hd,2,8,gas,140000,automatic,truck,white,1,chevrolet
2001,chevrolet_tahoe,1,8,gas,157,automatic,truck,brown,1,chevrolet
2010,toyota_prius,2,4,hybrid,73821,automatic,sedan,red,0,toyota
2016,ford_focus_se,3,4,gas,67897,automatic,sedan,silver,0,ford
2011,nissan_sentra,3,4,gas,119515,automatic,sedan,black,0,nissan
2010,honda_accord,3,4,gas,121607,automatic,sedan,black,0,honda
2010,hyundai_elantra,2,4,gas,110500,automatic,sedan,silver,0,hyundai
2012,ram_1500,3,8,gas,114773,automatic,truck,grey,1,ram
2009,nissan_altima,3,4,gas,158786,automatic,sedan,grey,0,nissan
1995,chevrolet_silverado_1500,2,8,gas,170220,manual,pickup,white,1,chevrolet
2007,toyota_highlander,2,6,hybrid,230000,automatic,SUV,blue,1,toyota
2009,chevrolet_tahoe,4,8,gas,99805,automatic,SUV,black,0,chevrolet
2016,toyota_camry_le,4,4,hybrid,78731,automatic,sedan,silver,0,toyota
2005,ford_f-150,3,8,gas,143964,automatic,pickup,unknown,1,ford
2011,ford_fusion,3,4,gas,120000,automatic,sedan,silver,0,ford
2002,toyota_camry,2,6,gas,167062,automatic,sedan,white,0,toyota
2015,nissan_sentra,4,4,gas,62972,automatic,sedan,grey,0,nissan
2007,toyota_prius,2,4,hybrid,139000,automatic,hatchback,grey,0,toyota
2006,toyota_sienna,1,6,gas,129700,automatic,van,blue,1,toyota
2007,toyota_prius,3,4,hybrid,82000,automatic,hatchback,green,0,toyota
2004,honda_civic,4,4,gas,79990,manual,sedan,green,0,honda
2004,honda_civic,3,4,gas,211000,automatic,hatchback,silver,0,honda
2013,chrysler_200,3,4,gas,132989,automatic,sedan,black,0,chrysler
2015,ford_f-150,4,6,gas,84170,automatic,truck,white,0,ford
2018,ram_1500,4,8,gas,16402,automatic,truck,black,1,ram
2016,toyota_tacoma,4,6,gas,70270,manual,truck,unknown,1,toyota
2017,jeep_wrangler_unlimited,3,6,gas,10000,automatic,offroad,white,1,jeep
2005,acura_tl,2,6,gas,200700,automatic,sedan,grey,0,acura
2017,ford_f150_supercrew_cab_xlt,2,6,gas,35068,automatic,pickup,white,1,ford
2007,chevrolet_silverado_2500hd,4,8,diesel,86006,automatic,truck,silver,0,chevrolet
2006,bmw_x5,2,6,gas,145963,automatic,SUV,grey,1,bmw
1968,chevrolet_camaro,2,8,gas,125698,manual,coupe,custom,0,chevrolet
2002,chevrolet_suburban,2,8,gas,160000,automatic,SUV,black,0,chevrolet
2015,ford_mustang,2,8,gas,46110,manual,coupe,grey,0,ford
2013,toyota_rav4,2,4,gas,68022,automatic,SUV,grey,1,toyota
2001,toyota_4runner,2,6,gas,208913,automatic,SUV,unknown,1,toyota
2016,ford_mustang,2,8,gas,42230,automatic,coupe,unknown,0,ford
2012,chevrolet_cruze,3,4,gas,85052,automatic,sedan,red,0,chevrolet
2014,bmw_x5,3,6,gas,95063,automatic,SUV,grey,1,bmw
2003,chevrolet_silverado,3,8,gas,147455,automatic,truck,white,1,chevrolet
2004,gmc_yukon,3,8,gas,148001,automatic,SUV,white,0,gmc
2014,toyota_sienna,3,6,gas,92707,automatic,mini-van,silver,0,toyota
2013,kia_soul,3,4,gas,98000,manual,wagon,white,0,kia
2012,ford_f150,3,8,gas,87596,automatic,truck,white,0,ford
1999,toyota_tacoma,3,6,gas,210414,automatic,truck,white,1,toyota
2012,hyundai_sonata,3,4,gas,120685,automatic,sedan,black,0,hyundai
2001,toyota_rav4,2,4,gas,206,automatic,SUV,green,0,toyota
2004,honda_civic,3,4,gas,153057,manual,sedan,silver,0,honda
2015,dodge_grand_caravan,2,6,gas,84000,automatic,van,silver,0,dodge
2000,cadillac_escalade,2,8,gas,113000,automatic,SUV,silver,1,cadillac
2013,ford_escape,3,4,gas,144852,automatic,SUV,white,0,ford
2006,hyundai_elantra,3,4,gas,110000,automatic,sedan,custom,0,hyundai
2001,ram_2500,3,6,diesel,126000,automatic,truck,red,1,ram
2011,nissan_frontier,4,6,gas,115000,automatic,pickup,unknown,1,nissan
2017,ram_3500,4,8,gas,36000,automatic,truck,black,1,ram
2004,volkswagen_jetta,3,4,diesel,153057,automatic,sedan,silver,0,volkswagen
1998,ford_explorer,2,6,gas,142000,automatic,SUV,white,1,ford
2013,chevrolet_impala,2,6,gas,139000,automatic,sedan,unknown,0,chevrolet
2007,toyota_tacoma,2,6,gas,248000,automatic,pickup,unknown,1,toyota
2005,toyota_corolla,3,4,gas,158,automatic,sedan,grey,0,toyota
2003,volkswagen_passat,2,4,gas,170000,automatic,wagon,blue,0,volkswagen
2003,jeep_liberty,3,6,gas,98000,automatic,SUV,white,1,jeep
2008,toyota_prius,3,4,hybrid,105000,automatic,sedan,blue,0,toyota
2008,chevrolet_malibu,3,4,gas,112421,automatic,sedan,silver,0,chevrolet
2007,dodge_charger,2,4,gas,110,automatic,sedan,unknown,0,dodge
2001,honda_accord,3,4,gas,184300,automatic,sedan,blue,0,honda
2011,gmc_sierra_1500,3,8,gas,188571,automatic,pickup,white,0,gmc
2012,ford_mustang,3,8,gas,29360,automatic,coupe,blue,0,ford
2013,hyundai_elantra,3,4,gas,43000,automatic,sedan,unknown,0,hyundai
2009,ford_escape,3,4,hybrid,148107,automatic,SUV,silver,0,ford
2004,ram_1500,2,8,gas,181000,automatic,pickup,black,0,ram
2001,jeep_grand_cherokee_laredo,2,6,gas,180000,automatic,SUV,blue,1,jeep
1999,ford_ranger,3,6,gas,88120,automatic,pickup,white,1,ford
2005,acura_tl,3,6,gas,106000,manual,sedan,unknown,0,acura
2007,toyota_prius,2,4,gas,96000,automatic,hatchback,unknown,0,toyota
2009,nissan_sentra,3,4,gas,120000,automatic,sedan,unknown,0,nissan
2013,kia_sorento,3,4,gas,117512,automatic,SUV,unknown,0,kia
2001,ford_f350_super_duty,2,8,diesel,201000,automatic,truck,white,1,ford
2008,toyota_prius,2,4,gas,122125,automatic,sedan,red,0,toyota
2006,gmc_sierra_1500,2,8,gas,247000,automatic,pickup,white,0,gmc
1998,chevrolet_corvette,3,8,gas,132008,manual,coupe,unknown,0,chevrolet
2006,chrysler_300,2,6,gas,117000,automatic,sedan,grey,0,chrysler
2008,buick_enclave,3,6,gas,104335,automatic,SUV,blue,1,buick
2012,hyundai_elantra,3,4,gas,101180,automatic,sedan,white,0,hyundai
2012,ford_focus,3,4,gas,106674,automatic,sedan,blue,0,ford
2009,subaru_forester,3,4,gas,130000,automatic,wagon,blue,1,subaru
2003,toyota_rav4,3,4,gas,111483,automatic,SUV,unknown,1,toyota
2006,honda_odyssey,3,6,gas,135985,automatic,mini-van,grey,0,honda
2009,nissan_murano,3,6,gas,149405,automatic,SUV,white,1,nissan
2019,ford_explorer,3,6,gas,14531,automatic,SUV,unknown,1,ford
2006,honda_cr-v,2,4,gas,156680,automatic,SUV,custom,0,honda
2011,honda_cr-v,2,4,gas,114479,automatic,SUV,white,1,honda
2006,ram_3500,3,6,diesel,224895,automatic,truck,white,1,ram
2010,toyota_prius,2,4,hybrid,207702,automatic,hatchback,unknown,0,toyota
2013,ford_escape,3,4,gas,95596,automatic,SUV,white,1,ford
1980,chevrolet_corvette,3,8,gas,67000,automatic,coupe,unknown,0,chevrolet
2004,hyundai_elantra,2,4,gas,69600,automatic,sedan,silver,0,hyundai
1996,ford_f150,2,8,gas,277000,manual,pickup,brown,0,ford
2014,ford_mustang_gt_coupe_2d,2,8,gas,52614,other,coupe,unknown,0,ford
2014,nissan_altima,2,4,gas,165200,automatic,sedan,white,0,nissan
2002,honda_civic,1,4,gas,162500,automatic,sedan,unknown,0,honda
2005,jeep_grand_cherokee,3,8,gas,143964,automatic,SUV,silver,1,jeep
2006,chevrolet_malibu,3,4,gas,135322,automatic,sedan,silver,0,chevrolet
2019,toyota_tacoma,4,6,gas,1700,manual,pickup,grey,1,toyota
2010,hyundai_elantra,3,4,gas,77000,manual,sedan,silver,0,hyundai
2016,volkswagen_jetta,2,4,gas,41239,automatic,sedan,black,0,volkswagen
2016,toyota_corolla,2,4,gas,65666,automatic,sedan,red,0,toyota
2016,volkswagen_jetta,2,4,gas,51990,automatic,sedan,black,0,volkswagen
2016,honda_civic,2,4,gas,47915,automatic,sedan,unknown,0,honda
2011,ford_f150,2,6,gas,123000,automatic,pickup,blue,0,ford
2016,honda_civic,3,4,gas,28863,automatic,sedan,unknown,0,honda
2012,ford_escape,3,4,gas,86150,automatic,SUV,unknown,0,ford
2006,hyundai_sonata,2,4,gas,134000,automatic,sedan,blue,0,hyundai
2015,bmw_x5,2,6,gas,23000,automatic,SUV,white,0,bmw
2017,dodge_grand_caravan,4,6,gas,28800,automatic,mini-van,white,0,dodge
2013,gmc_sierra_1500,4,8,gas,153754,automatic,pickup,black,0,gmc
2007,toyota_prius,3,4,hybrid,166258,automatic,SUV,blue,0,toyota
2007,gmc_acadia,3,6,gas,137000,automatic,SUV,black,0,gmc
2009,gmc_acadia,3,6,gas,130000,automatic,SUV,white,0,gmc
2006,chevrolet_colorado,2,5,gas,61633,automatic,pickup,black,0,chevrolet
2015,ford_explorer,3,6,gas,78327,automatic,SUV,black,0,ford
2003,toyota_rav4,3,4,gas,122000,automatic,wagon,white,1,toyota
2006,hyundai_sonata,1,4,gas,178000,automatic,sedan,unknown,0,hyundai
2004,jeep_liberty,2,6,gas,220000,automatic,SUV,blue,1,jeep
2018,chevrolet_camaro_lt_coupe_2d,2,6,gas,3568,other,coupe,unknown,0,chevrolet
2008,ford_f350,3,8,diesel,106000,automatic,pickup,white,0,ford
2005,honda_accord,0,6,gas,175000,automatic,coupe,black,0,honda
2010,toyota_highlander,3,6,gas,126000,automatic,SUV,unknown,0,toyota
2006,honda_civic_lx,3,4,gas,200300,automatic,sedan,blue,0,honda
2006,hyundai_sonata,1,6,gas,116500,manual,sedan,unknown,0,hyundai
2009,chevrolet_silverado_1500,2,8,gas,157511,automatic,pickup,white,1,chevrolet
2017,jeep_cherokee,3,4,gas,80300,automatic,SUV,silver,0,jeep
2007,jeep_wrangler,3,6,gas,151000,automatic,offroad,green,1,jeep
1998,chevrolet_tahoe,2,8,gas,235000,automatic,SUV,unknown,0,chevrolet
2012,ford_fusion,3,4,gas,110000,automatic,sedan,grey,0,ford
2014,toyota_tacoma,3,6,gas,99000,automatic,truck,grey,1,toyota
2017,ford_mustang_gt_coupe_2d,2,8,gas,26192,other,coupe,black,0,ford
2001,dodge_dakota,2,6,gas,178000,automatic,truck,unknown,0,dodge
2018,honda_cr-v,3,4,gas,20700,automatic,other,silver,1,honda
2009,gmc_acadia,3,6,gas,130000,automatic,SUV,white,0,gmc
2017,ford_mustang_gt_coupe_2d,2,8,gas,6665,other,coupe,blue,0,ford
2007,ford_escape,2,4,gas,158500,automatic,SUV,grey,0,ford
2014,honda_civic_lx,2,4,gas,91855,automatic,sedan,unknown,0,honda
2003,ford_f-150,2,6,gas,170000,automatic,truck,red,1,ford
2017,chevrolet_camaro_lt_coupe_2d,2,6,gas,19581,other,coupe,red,0,chevrolet
2005,chrysler_town_&_country,2,6,gas,59000,automatic,mini-van,blue,0,chrysler
2014,ford_explorer,3,6,gas,40355,automatic,SUV,orange,1,ford
2019,subaru_outback,3,4,gas,1011,automatic,SUV,unknown,1,subaru
2017,ford_mustang_gt_coupe_2d,2,8,gas,15853,automatic,coupe,silver,0,ford
2016,ram_1500,3,8,gas,54181,automatic,truck,white,1,ram
2016,ford_f-150,3,8,gas,84975,automatic,truck,black,1,ford
2016,ford_f-150,3,8,gas,56000,automatic,truck,grey,0,ford
2019,ford_f-150,3,8,gas,14531,automatic,truck,custom,1,ford
2015,ram_1500,3,6,gas,39020,automatic,truck,white,0,ram
2018,ford_f-150,3,8,gas,11115,automatic,truck,blue,1,ford
2014,chevrolet_silverado_1500,3,8,gas,91100,automatic,truck,black,1,chevrolet
2014,gmc_sierra_1500,3,8,gas,82250,automatic,truck,silver,1,gmc
2016,ram_1500,3,8,gas,99508,automatic,truck,unknown,1,ram
2014,chevrolet_silverado_1500,3,8,gas,112000,automatic,truck,red,1,chevrolet
2015,chevrolet_impala,3,4,gas,49650,automatic,sedan,black,0,chevrolet
2011,toyota_highlander,3,6,gas,103600,automatic,SUV,grey,1,toyota
2014,jeep_wrangler,3,6,gas,75500,automatic,SUV,grey,1,jeep
2016,ford_escape,3,4,gas,64600,automatic,SUV,orange,1,ford
2015,jeep_cherokee,3,6,gas,65550,automatic,SUV,black,1,jeep
2015,honda_cr-v,3,4,gas,78327,automatic,SUV,custom,1,honda
2004,toyota_camry,3,4,gas,124986,automatic,sedan,brown,0,toyota
2003,toyota_camry_le,3,4,gas,145000,automatic,sedan,grey,0,toyota
2003,toyota_camry_le,3,4,gas,145000,automatic,sedan,grey,0,toyota
2001,ford_ranger,2,6,gas,184264,automatic,pickup,unknown,1,ford
2004,nissan_sentra,2,4,gas,145000,automatic,sedan,blue,0,nissan
2003,nissan_altima,2,4,gas,170000,automatic,sedan,unknown,0,nissan
2018,ford_explorer,3,6,gas,25934,automatic,SUV,unknown,0,ford
2016,ford_f-150,3,8,gas,48223,automatic,truck,red,1,ford
2016,toyota_corolla,3,4,gas,109000,automatic,sedan,unknown,0,toyota
2017,dodge_charger,3,8,gas,19700,automatic,sedan,black,0,dodge
2013,gmc_yukon,3,8,gas,152307,automatic,SUV,white,0,gmc
2004,chevrolet_malibu,2,6,gas,136100,automatic,sedan,silver,0,chevrolet
2018,gmc_sierra_1500,3,8,gas,69499,automatic,truck,white,1,gmc
2007,ford_f-150,2,8,gas,105194,manual,truck,black,1,ford
2006,ford_f-250,2,8,gas,108134,automatic,truck,brown,1,ford
2012,dodge_charger,3,6,gas,157000,automatic,sedan,silver,0,dodge
2013,honda_cr-v,3,4,gas,46369,automatic,SUV,brown,1,honda
2005,acura_tl,4,6,gas,137000,automatic,sedan,grey,0,acura
2002,chevrolet_trailblazer,2,6,gas,125000,automatic,SUV,red,1,chevrolet
2002,gmc_yukon,2,8,gas,167062,automatic,SUV,red,1,gmc
2005,jeep_wrangler,3,6,gas,90000,manual,SUV,orange,1,jeep
2010,toyota_corolla,2,4,gas,145118,manual,sedan,green,0,toyota
2008,honda_cr-v,3,4,gas,142043,automatic,SUV,blue,1,honda
2008,jeep_wrangler,3,6,gas,134591,automatic,SUV,blue,1,jeep
2013,nissan_rogue,3,4,gas,46150,automatic,wagon,black,1,nissan
1990,ram_2500,2,6,diesel,209,automatic,truck,red,1,ram
2011,ford_explorer,3,6,gas,128200,automatic,wagon,black,1,ford
2009,jeep_grand_cherokee,2,8,gas,126000,automatic,SUV,unknown,1,jeep
2013,honda_cr-v,3,4,gas,60150,automatic,wagon,unknown,1,honda
2013,ram_1500,3,8,gas,96100,automatic,truck,white,1,ram
2018,dodge_charger,3,8,gas,30687,automatic,sedan,black,0,dodge
2018,jeep_grand_cherokee,3,6,gas,34922,automatic,SUV,white,1,jeep
2015,chevrolet_suburban,3,8,gas,47996,automatic,SUV,black,1,chevrolet
2010,jeep_wrangler_unlimited,3,6,gas,69000,manual,SUV,red,1,jeep
2010,toyota_prius,3,4,hybrid,143000,automatic,sedan,white,0,toyota
2010,jeep_wrangler_unlimited,3,6,gas,126000,manual,SUV,silver,1,jeep
2015,toyota_prius,3,4,hybrid,92000,automatic,sedan,unknown,0,toyota
2014,toyota_tacoma,3,6,gas,134000,automatic,pickup,silver,1,toyota
2015,gmc_sierra_1500,3,6,gas,78327,automatic,pickup,unknown,1,gmc
2015,toyota_tacoma,3,6,gas,133000,automatic,pickup,white,0,toyota
2012,chevrolet_silverado_1500,3,8,gas,106674,automatic,pickup,silver,1,chevrolet
2004,ford_f-350_sd,3,8,diesel,152000,automatic,truck,brown,1,ford
2008,chevrolet_silverado_1500,3,8,gas,93300,automatic,truck,grey,1,chevrolet
2015,nissan_altima,3,4,gas,69000,automatic,sedan,black,0,nissan
2001,ram_2500,2,6,diesel,154900,automatic,pickup,silver,1,ram
2011,ford_ranger,3,6,gas,54200,automatic,truck,grey,1,ford
2011,jeep_grand_cherokee,3,8,gas,97762,automatic,SUV,grey,1,jeep
2011,hyundai_sonata,3,4,gas,120000,automatic,sedan,blue,0,hyundai
2013,ford_expedition,2,8,gas,43000,automatic,SUV,white,1,ford
2018,gmc_sierra,3,8,gas,18753,automatic,truck,unknown,1,gmc
2001,acura_tl,3,6,gas,251800,automatic,sedan,black,0,acura
2006,ford_ranger,3,6,gas,56000,automatic,sedan,black,0,ford
2015,chevrolet_silverado_1500,3,6,gas,104421,automatic,truck,white,0,chevrolet
2014,volkswagen_jetta,3,4,gas,47000,automatic,sedan,red,0,volkswagen
2006,chevrolet_malibu,2,6,gas,134500,automatic,sedan,silver,0,chevrolet
2011,jeep_grand_cherokee,4,8,gas,84000,automatic,SUV,blue,1,jeep
2006,ram_2500,2,6,diesel,195611,automatic,truck,unknown,0,ram
2007,gmc_sierra,3,8,gas,228409,automatic,truck,white,0,gmc
2007,subaru_outback,3,4,gas,106600,automatic,wagon,custom,1,subaru
2005,chevrolet_tahoe,3,8,gas,143964,automatic,SUV,blue,1,chevrolet
2017,ram_2500,2,6,diesel,70182,automatic,truck,white,0,ram
2013,ford_f-150,3,6,gas,158700,automatic,truck,white,1,ford
2014,ram_1500,2,8,gas,129635,automatic,truck,white,1,ram
2008,ford_escape,3,4,gas,155352,automatic,SUV,red,0,ford
2013,honda_cr-v,4,4,gas,89821,automatic,wagon,grey,1,honda
2007,ford_escape,3,6,gas,196962,automatic,SUV,grey,0,ford
2014,ram_3500,3,8,gas,200649,automatic,truck,red,0,ram
2017,jeep_grand_cherokee,4,6,gas,31507,automatic,SUV,black,1,jeep
2007,nissan_murano,2,6,gas,102222,automatic,SUV,unknown,1,nissan
2019,chevrolet_silverado,4,8,gas,12606,automatic,pickup,white,1,chevrolet
2008,toyota_4runner,3,6,gas,207348,automatic,SUV,silver,1,toyota
2011,gmc_yukon,2,8,gas,127837,automatic,SUV,black,1,gmc
2005,chevrolet_malibu,3,4,gas,143964,automatic,sedan,grey,0,chevrolet
2009,ram_1500,2,8,gas,156000,automatic,truck,grey,1,ram
2006,chevrolet_malibu,3,4,gas,104230,automatic,sedan,white,0,chevrolet
2008,ford_escape,3,4,gas,155352,automatic,SUV,red,0,ford
2006,toyota_tacoma,3,6,gas,155000,automatic,truck,unknown,1,toyota
2016,chevrolet_silverado_1500,3,6,gas,93391,automatic,pickup,white,1,chevrolet
2012,ford_f-150,3,8,gas,106674,automatic,truck,black,0,ford
2017,toyota_corolla,3,4,gas,48180,automatic,sedan,brown,0,toyota
2003,subaru_outback,3,4,gas,138000,automatic,wagon,silver,1,subaru
2017,nissan_altima,3,4,gas,65841,automatic,sedan,unknown,0,nissan
2010,toyota_corolla,3,4,gas,144000,automatic,sedan,red,0,toyota
2009,toyota_camry,3,4,gas,130000,automatic,sedan,silver,0,toyota
2014,honda_cr-v,3,4,gas,124000,automatic,SUV,brown,1,honda
2009,jeep_wrangler,3,6,gas,113000,automatic,SUV,green,1,jeep
2010,dodge_grand_caravan,3,6,gas,129000,automatic,mini-van,unknown,0,dodge
2012,toyota_camry,3,4,gas,40000,automatic,sedan,silver,0,toyota
2011,honda_odyssey,3,6,gas,146044,automatic,mini-van,red,0,honda
2003,ford_f-150,1,8,gas,170000,automatic,truck,black,1,ford
2017,nissan_altima,3,4,gas,67718,automatic,sedan,grey,0,nissan
2013,buick_enclave,3,6,gas,125365,automatic,SUV,white,1,buick
2013,ford_focus,3,4,gas,98000,automatic,sedan,silver,0,ford
2014,buick_enclave,3,6,gas,99443,automatic,SUV,grey,1,buick
1988,ford_f-150,3,8,gas,160447,automatic,pickup,blue,1,ford
2006,ford_ranger,2,6,gas,82158,automatic,truck,silver,1,ford
2016,hyundai_elantra,3,4,gas,121493,automatic,hatchback,silver,0,hyundai
2010,chevrolet_silverado_1500,3,8,gas,77412,automatic,pickup,grey,1,chevrolet
